SITE_CODE,CANONICAL_NAME,LOCATION_TYPE,CITY,STATE,COUNTRY,ADDRESS,BASE_IP,HERITAGE,STATUS,NET_TYPE,DATASET_VERSION,HOSTNAME_PREFIX,LATITUDE,LONGITUDE,REGION,FACILITY_OWNER,CSNA_SITE_NAME,NMS_PATH_FRAGMENT,NOTE
US_HI_07107_RT,Waianae HI - Store 07107,Retail,Waianae,HI,US,"89-102 Farrington Highway, Waianae, HI 96792",172.21.109.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_HI_09956_RT,Waianae HI - Store 09956,Retail,Waianae,HI,US,"86 120 Farrington Hwy, Waianae, HI 96792",172.28.147.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_HI_10988_RT,Waianae HI - Store 10988,Retail,Waianae,HI,US,"84-1160 Farrington Hwy., Waianae, HI 96792",172.21.13.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_HI_10060_RT,Wailuku HI - Store 10060,Retail,Wailuku,HI,US,"135 Kehalani Village Drive, Wailuku, HI 96793",172.28.195.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_HI_02406_RT,Waimea HI - Store 02406,Retail,Waimea,HI,US,"65-1271 Kawaihae Road, Waimea, HI 96743",172.16.81.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_HI_09259_RT,Waipahu HI - Store 09259,Retail,Waipahu,HI,US,"94 060 Farrington Hwy #6, Waipahu, HI 96797",172.28.78.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_NC_07051_RT,Wake Forest NC - Store 07051,Retail,Wake Forest,NC,US,"245 East Roosevelt Avenue, Wake Forest, NC 27587",172.18.159.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NC_16834_RT,Wake Forest NC - Store 16834,Retail,Wake Forest,NC,US,"12000 Retail Dr, Wake Forest, NC 27587",172.20.242.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MA_00119_RT,Wakefield MA - Store 00119,Retail,Wakefield,MA,US,"451 Main Street, Wakefield, MA 01880",172.30.138.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_RI_02065_RT,Wakefield RI - Store 02065,Retail,Wakefield,RI,US,"11 Main Street, Wakefield, RI 02879",172.29.18.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MD_01481_RT,Waldorf MD - Store 01481,Retail,Waldorf,MD,US,"3061 Technology Place, Waldorf, MD 20601",172.16.110.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MD_01621_RT,Waldorf MD - Store 01621,Retail,Waldorf,MD,US,"3855 Leonardtown Road, Waldorf, MD 20602",172.31.157.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MD_16397_RT,Waldorf MD - Store 16397,Retail,Waldorf,MD,US,"3300 Western Pkwy, Waldorf, MD 20603",172.20.134.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_LA_05617_RT,Walker LA - Store 05617,Retail,Walker,LA,US,"29881 Walker South Road, Walker, LA 70785",172.29.61.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MI_16145_RT,Walker MI - Store 16145,Retail,Walker,MI,US,"3248 Alpine Ave NW, Walker, MI 49544",172.20.72.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MD_01509_RT,Walkersville MD - Store 01509,Retail,Walkersville,MD,US,"110 Walker Village Way, Walkersville, MD 21793",172.16.35.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_IN_06485_RT,Walkerton IN - Store 06485,Retail,Walkerton,IN,US,"300 LIBERTY ST., Walkerton, IN 46574",172.30.9.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NC_01218_RT,Walkertown NC - Store 01218,Retail,Walkertown,NC,US,"5210 Reidsville Road, Walkertown, NC 27051",172.16.36.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NC_05577_RT,Wallace NC - Store 05577,Retail,Wallace,NC,US,"218 East Main st, Wallace, NC 28466",172.18.104.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MI_08002_RT,Walled Lake MI - Store 08002,Retail,Walled Lake,MI,US,"100 West Maple Road, Walled Lake, MI 48390",172.29.88.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_16328_RT,Walled Lake MI - Store 16328,Retail,Walled Lake,MI,US,"495 Haggerty Hwy, Walled Lake, MI 48390",172.20.117.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_TX_07485_RT,Waller TX - Store 07485,Retail,Waller,TX,US,"31013 Fm 2920 Rd, Waller, TX 77484",172.18.197.128,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_CT_00935_RT,Wallingford CT - Store 00935,Retail,Wallingford,CT,US,"891 North Colony Road, Wallingford, CT 06492",172.18.210.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MS_03426_RT,Walls MS - Store 03426,Retail,Walls,MS,US,"6040 Goodman Rd, Walls, MS 38680",172.19.229.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NC_07339_RT,Walnut Cove NC - Store 07339,Retail,Walnut Cove,NC,US,"610 North Main Street, Walnut Cove, NC 27052",172.30.104.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_CA_09324_RT,Walnut Creek CA - Store 09324,Retail,Walnut Creek,CA,US,"1960 Tice Valley Blvd, Walnut Creek, CA 94595",172.28.84.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_09545_RT,Walnut Creek CA - Store 09545,Retail,Walnut Creek,CA,US,"1123 S California Blvd, Walnut Creek, CA 94596",172.28.99.192,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_09815_RT,Walnut Creek CA - Store 09815,Retail,Walnut Creek,CA,US,"738 Bancroft Rd, Walnut Creek, CA 94598",172.28.117.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_16563_RT,Walnut Creek CA - Store 16563,Retail,Walnut Creek,CA,US,"1871 N Main St, Walnut Creek, CA 94596",172.20.175.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_08898_RT,Walnut Park CA - Store 08898,Retail,Walnut Park,CA,US,"7300 S Alameda Street, Walnut Park, CA 90255",172.19.231.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_MA_00844_RT,Walpole MA - Store 00844,Retail,Walpole,MA,US,"929 MAIN STREET, Walpole, MA 02081",172.17.110.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_SC_03585_RT,Walterboro SC - Store 03585,Retail,Walterboro,SC,US,"555 robertson blvd, Walterboro, SC 29488",172.17.142.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MA_00114_RT,Waltham MA - Store 00114,Retail,Waltham,MA,US,"12 Harvard Street, Waltham, MA 02453",172.30.135.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_00148_RT,Waltham MA - Store 00148,Retail,Waltham,MA,US,"51 LINDEN STREET, Waltham, MA 02454",172.16.109.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_00291_RT,Waltham MA - Store 00291,Retail,Waltham,MA,US,"800 Lexington Street, Waltham, MA 02154",172.16.158.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_05019_RT,Walton NY - Store 05019,Retail,Walton,NY,US,"215 DELAWARE STREET, Walton, NY 13856",172.30.228.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NJ_02967_RT,Wanaque NJ - Store 02967,Retail,Wanaque,NJ,US,"1104 ringwood Ave, Wanaque, NJ 07065",172.16.184.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_00177_RT,Wantagh NY - Store 00177,Retail,Wantagh,NY,US,"1178 WANTAGH AVENUE, Wantagh, NY 11793",172.16.43.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02052_RT,Wantagh NY - Store 02052,Retail,Wantagh,NY,US,"3491 MERRICK ROAD, Wantagh, NY 11793",172.16.143.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_OH_05666_RT,Wapakoneta OH - Store 05666,Retail,Wapakoneta,OH,US,"1101 Bellefontaine Street, Wapakoneta, OH 45895",172.31.221.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MA_01111_RT,Ware MA - Store 01111,Retail,Ware,MA,US,"104 West Street, Ware, MA 01082",172.16.73.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_00518_RT,Wareham MA - Store 00518,Retail,Wareham,MA,US,"419 MAIN ST, GATEWAY S/C, Wareham, MA 02571",172.29.140.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_17362_RT,Wareham MA - Store 17362,Retail,Wareham,MA,US,"2421 Cranberry Hwy Ste 110, Wareham, MA 02571",172.24.117.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NJ_07190_RT,Waretown NJ - Store 07190,Retail,Waretown,NJ,US,"452 Route 9, Waretown, NJ 08758",172.31.18.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_00658_RT,Warminster PA - Store 00658,Retail,Warminster,PA,US,"7 York Road, Warminster, PA 18974",172.17.101.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_05914_RT,Warminster PA - Store 05914,Retail,Warminster,PA,US,"455 West Street Road, Warminster, PA 18974",172.28.168.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_48564_RT,Warminster PA - Store 48564,Retail,Warminster,PA,US,"30000 Anns Choice Way, Warminster, PA 18974",172.21.109.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_GA_01374_RT,Warner Robins GA - Store 01374,Retail,Warner Robins,GA,US,"800 Highway 96, Warner Robins, GA 31088",172.19.189.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_GA_01586_RT,Warner Robins GA - Store 01586,Retail,Warner Robins,GA,US,"3001 Richard B. Russell Parkway, Warner Robins, GA 31088",172.16.176.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_GA_03773_RT,Warner Robins GA - Store 03773,Retail,Warner Robins,GA,US,"802 N HOUSTON RD, Warner Robins, GA 31093",172.31.34.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_GA_05523_RT,Warner Robins GA - Store 05523,Retail,Warner Robins,GA,US,"5900 Watson Blvd., Warner Robins, GA 31093",172.28.192.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_GA_05631_RT,Warner Robins GA - Store 05631,Retail,Warner Robins,GA,US,"805 Russell Parkway, Warner Robins, GA 31088",172.31.164.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_GA_16719_RT,Warner Robins GA - Store 16719,Retail,Warner Robins,GA,US,"2929 Watson Blvd, Warner Robins, GA 31093",172.20.213.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_OK_06003_RT,Warr Acres OK - Store 06003,Retail,Warr Acres,OK,US,"4026 N MacArthur Blvd, Warr Acres, OK 73122",172.30.150.192,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_MI_08039_RT,Warren MI - Store 08039,Retail,Warren,MI,US,"13608 E 9 MILE RD, Warren, MI 48089",172.29.99.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_08045_RT,Warren MI - Store 08045,Retail,Warren,MI,US,"25109 RYAN RD, Warren, MI 48091",172.29.100.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_08050_RT,Warren MI - Store 08050,Retail,Warren,MI,US,"31111 SCHOENHERR RD, Warren, MI 48088",172.29.102.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_08146_RT,Warren MI - Store 08146,Retail,Warren,MI,US,"15051 E. THIRTEEN MILE ROAD, Warren, MI 48088",172.29.213.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_17568_RT,Warren MI - Store 17568,Retail,Warren,MI,US,"28800 Dequindre Rd, Warren, MI 48092",172.24.168.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_OH_03304_RT,Warren OH - Store 03304,Retail,Warren,OH,US,"3933 PARKMAN ROAD NORTHWEST, Warren, OH 44485",172.17.134.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_OH_04606_RT,Warren OH - Store 04606,Retail,Warren,OH,US,"620 E MARKET ST, Warren, OH 44481",172.18.4.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_PA_05093_RT,Warren PA - Store 05093,Retail,Warren,PA,US,"100 Market Street, Warren, PA 16365",172.30.234.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_RI_00265_RT,Warren RI - Store 00265,Retail,Warren,RI,US,"615 METACOM AVE  RT. 136, Warren, RI 02885",172.29.36.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MO_11307_RT,Warrensburg MO - Store 11307,Retail,Warrensburg,MO,US,"610 Burkarth Road, Warrensburg, MO 64093",172.21.26.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_OH_07371_RT,Warrensville Hts. OH - Store 07371,Retail,Warrensville Hts.,OH,US,"22909 EMERY ROAD, Warrensville Hts., OH 44128",172.30.105.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_VA_01381_RT,Warrenton VA - Store 01381,Retail,Warrenton,VA,US,"510 blackwell road, Warrenton, VA 20186",172.16.99.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_IL_17022_RT,Warrenville IL - Store 17022,Retail,Warrenville,IL,US,"28201 Diehl Rd, Warrenville, IL 60555",172.24.33.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_PA_16554_RT,Warrington PA - Store 16554,Retail,Warrington,PA,US,"401 Easton Rd, Warrington, PA 18976",172.20.173.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_AL_04843_RT,Warrior AL - Store 04843,Retail,Warrior,AL,US,"434 Highway 31, Warrior, AL 35180",172.18.72.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_IN_06462_RT,Warsaw IN - Store 06462,Retail,Warsaw,IN,US,"100 NORTH DETROIT ST, Warsaw, IN 46580",172.31.242.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NY_03154_RT,Warwick NY - Store 03154,Retail,Warwick,NY,US,"59 Main street, Warwick, NY 10990",172.29.250.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_RI_00642_RT,Warwick RI - Store 00642,Retail,Warwick,RI,US,"767 Warwick Ave, Warwick, RI 02888",172.17.100.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_RI_00689_RT,Warwick RI - Store 00689,Retail,Warwick,RI,US,"2790 POST ROAD, Warwick, RI 02886",172.17.103.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_RI_00733_RT,Warwick RI - Store 00733,Retail,Warwick,RI,US,"2400 WARWICK AVENUE, MEADOWBROOK PLAZA, Warwick, RI 02888",172.17.105.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_RI_16546_RT,Warwick RI - Store 16546,Retail,Warwick,RI,US,"1245 Bald Hill Rd Suite 1, Warwick, RI 02886",172.20.171.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_RI_17487_RT,Warwick RI - Store 17487,Retail,Warwick,RI,US,"400 Bald Hill Rd, Warwick, RI 02886",172.24.148.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_OH_03408_RT,Washington Ct OH - Store 03408,Retail,Washington Ct,OH,US,"1795 COLUMBUS AVE., Washington Ct, OH 43160",172.31.15.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_WDC_DC_RT,Washington DC,Retail,Washington,DC,US,,,,Active,Retail,v5.20,us-wdc-dc-rt,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_00022_RT,Washington DC - Store 00022,Retail,Washington,DC,US,"320 40th street ne, Washington, DC 20019",172.16.152.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01333_RT,Washington DC - Store 01333,Retail,Washington,DC,US,"3601 12TH STREET NE, Washington, DC 20017",172.30.149.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01334_RT,Washington DC - Store 01334,Retail,Washington,DC,US,"717 14TH ST. NW, Washington, DC 20005",172.16.24.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01337_RT,Washington DC - Store 01337,Retail,Washington,DC,US,"1403 WISCONSIN AVE NW, Washington, DC 20007",172.30.149.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01338_RT,Washington DC - Store 01338,Retail,Washington,DC,US,"661 PENNSYLVANIA AVE SE, Washington, DC 20003",172.30.149.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01341_RT,Washington DC - Store 01341,Retail,Washington,DC,US,"1199 VERMONT AVE NW, Washington, DC 20005",172.30.197.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01343_RT,Washington DC - Store 01343,Retail,Washington,DC,US,"4851 Massachusetts Ave NW, Washington, DC 20016",172.16.25.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01344_RT,Washington DC - Store 01344,Retail,Washington,DC,US,"500 12TH ST SE, Washington, DC 20003",172.30.149.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01346_RT,Washington DC - Store 01346,Retail,Washington,DC,US,"5550 CONNECTICUT AVE NW, Washington, DC 20015",172.16.25.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01347_RT,Washington DC - Store 01347,Retail,Washington,DC,US,"6 DUPONT CIRCLE NW, Washington, DC 20036",172.30.150.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01351_RT,Washington DC - Store 01351,Retail,Washington,DC,US,"1755 Columbia Rd. NW, Washington, DC 20009",172.16.94.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01353_RT,Washington DC - Store 01353,Retail,Washington,DC,US,"3327 CONNECTICUT AVE NW, Washington, DC 20008",172.16.94.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01354_RT,Washington DC - Store 01354,Retail,Washington,DC,US,"2601 Connecticut Ave, Washington, DC 20008",172.30.176.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01355_RT,Washington DC - Store 01355,Retail,Washington,DC,US,"2009 8th Street NW Suite 100, Washington, DC 20001",172.30.150.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01360_RT,Washington DC - Store 01360,Retail,Washington,DC,US,"2834 Alabama Ave, SE, Washington, DC 20020",172.30.198.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01362_RT,Washington DC - Store 01362,Retail,Washington,DC,US,"4309 Connecticut Ave NW, Washington, DC 20008",172.16.95.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01364_RT,Washington DC - Store 01364,Retail,Washington,DC,US,"6514 Georgia Ave. NW, Washington, DC 20012",172.16.95.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01365_RT,Washington DC - Store 01365,Retail,Washington,DC,US,"1637 P STREET NW, Washington, DC 20036",172.16.26.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_01842_RT,Washington DC - Store 01842,Retail,Washington,DC,US,"1275 PENNSYLVANIA AV NW, Washington, DC 20004",172.30.199.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02039_RT,Washington DC - Store 02039,Retail,Washington,DC,US,"2819 M Street, NW, Washington, DC 20007",172.16.228.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02104_RT,Washington DC - Store 02104,Retail,Washington,DC,US,"5013 CONNECTICUT AVENUE, Washington, DC 20008",172.29.21.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02174_RT,Washington DC - Store 02174,Retail,Washington,DC,US,"4555 Wisconson Avenue, Washington, DC 20016",172.29.25.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02204_RT,Washington DC - Store 02204,Retail,Washington,DC,US,"4859 MACARTHUR BOULEVARD, NW, Washington, DC 20007",172.16.247.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02330_RT,Washington DC - Store 02330,Retail,Washington,DC,US,"110 carroll Street, Washington, DC 20012",172.17.72.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02378_RT,Washington DC - Store 02378,Retail,Washington,DC,US,"2226 WISCONSIN AVENUE, NW, Washington, DC 20007",172.17.247.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02733_RT,Washington DC - Store 02733,Retail,Washington,DC,US,"1601 17th Street NW, Washington, DC 20009",172.29.116.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02787_RT,Washington DC - Store 02787,Retail,Washington,DC,US,"3642 Georgia Avenue, Washington, DC 20010",172.18.255.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02817_RT,Washington DC - Store 02817,Retail,Washington,DC,US,"1418 P Street NW, Washington, DC 20005",172.30.56.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_02847_RT,Washington DC - Store 02847,Retail,Washington,DC,US,"2000 Pennsylvania Ave NW, Washington, DC 20006",172.28.16.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_04546_RT,Washington DC - Store 04546,Retail,Washington,DC,US,"2129 14th Street NW, Washington, DC 20009",172.28.13.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_05674_RT,Washington DC - Store 05674,Retail,Washington,DC,US,"3700 Newark St. NW, Washington, DC 20016",172.28.249.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_07074_RT,Washington DC - Store 07074,Retail,Washington,DC,US,"2200 M St NW, Washington, DC 20037",172.30.49.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_07102_RT,Washington DC - Store 07102,Retail,Washington,DC,US,"1100 New Jersey Ave., Washington, DC 20003",172.17.49.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_07174_RT,Washington DC - Store 07174,Retail,Washington,DC,US,"1200 FIRST STREET NE, Washington, DC 20002",172.28.163.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_10287_RT,Washington DC - Store 10287,Retail,Washington,DC,US,"645 H Street Ne,, Washington, DC 20002",172.28.236.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_10415_RT,Washington DC - Store 10415,Retail,Washington,DC,US,"804 Maine Ave, SW, Washington, DC 20024",172.24.250.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_10685_RT,Washington DC - Store 10685,Retail,Washington,DC,US,"675 K St NW, Washington, DC 20001",172.20.25.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_10833_RT,Washington DC - Store 10833,Retail,Washington,DC,US,"1101 New York Ave NW, Washington, DC 20005",172.21.30.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_11180_RT,Washington DC - Store 11180,Retail,Washington,DC,US,"1001 16th St NW, Washington, DC 20036",172.18.245.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_11231_RT,Washington DC - Store 11231,Retail,Washington,DC,US,"15 I Street Southeast, Washington, DC 20003",172.21.114.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_DC_17333_RT,Washington DC - Store 17333,Retail,Washington,DC,US,"3100 14th St NW, Washington, DC 20010",172.24.109.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_GA_04518_RT,Washington GA - Store 04518,Retail,Washington,GA,US,"920 E. ROBERT TOOMBS AVE, Washington, GA 30673",172.31.196.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_IL_06448_RT,Washington IL - Store 06448,Retail,Washington,IL,US,"1101 Peoria Street, Washington, IL 61571",172.31.238.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_IN_06874_RT,Washington IN - Store 06874,Retail,Washington,IN,US,"307 East National Highway, Washington, IN 47501",172.18.151.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MO_17330_RT,Washington MO - Store 17330,Retail,Washington,MO,US,"1851 Vernaci Dr, Washington, MO 63090",172.24.109.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MO_18082_RT,Washington MO - Store 18082,Retail,Washington,MO,US,"2073 Washington Crossing, Washington, MO 63090",172.21.143.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NC_04126_RT,Washington NC - Store 04126,Retail,Washington,NC,US,"1020 JOHN SMALL AVE, Washington, NC 27889",172.17.162.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NJ_11271_RT,Washington NJ - Store 11271,Retail,Washington,NJ,US,"160 E. Washington Ave, Washington, NJ 07882",172.16.10.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
